label,log
1,"[  162s] Lmod has detected the following error: The following module(s) are unknown:
[  162s] ""netcdf"""
1,"[  160s] Lmod has detected the following error: The following module(s) are unknown:
[  160s] ""openmpi"""
1,"[  288s] Lmod has detected the following error: The following module(s) are unknown:
[  288s] ""openmpi"""
4,"[19823s] ../third_party/swiftshader/third_party/llvm-10.0/llvm/lib/Support/Unix/Signals.inc:348:11: error: out-of-line definition of 'CleanupOnSignal' does not match any declaration in namespace 'llvm::sys'
[19823s] void sys::CleanupOnSignal(uintptr_t Context) {"
5,[  748s] touch: cannot touch '_output/bin/prerelease-lifecycle-gen': No such file or directory
5,[10589s] install: cannot stat '_output/local/bin/linux/riscv64/kubeadm': No such file or directory
1,"[116220s] /tmp/cc6dWrXa.ltrans18.ltrans.o: in function `.L0 ':
[116220s] /home/abuild/rpmbuild/BUILD/mvapich2-2.3.7-1/<artificial>:964:(.text+0x398): relocation truncated to fit: R_RISCV_JAL against `.L313'
[116236s] collect2: error: ld returned 1 exit status"
6,"[ 1369s] [ 1365.190449][ T6704] Out of memory: Killed process 6704 (ghc) total-vm:1079957976kB, anon-rss:3728192kB, file-rss:0kB, shmem-rss:0kB, UID:399 pgtables:11540kB oom_score_adj:0"
1,"[  454s] error: Failed build dependencies:
[  454s] 	pkgconfig(camel-1.2) >= 3.48.0 is needed by evolution-3.48.0-1.1.riscv64
[  454s] 	pkgconfig(libebackend-1.2) >= 3.48.0 is needed by evolution-3.48.0-1.1.riscv64
[  454s] 	pkgconfig(libebook-1.2) >= 3.48.0 is needed by evolution-3.48.0-1.1.riscv64
[  454s] 	pkgconfig(libecal-2.0) >= 3.48.0 is needed by evolution-3.48.0-1.1.riscv64
[  454s] 	pkgconfig(libedataserver-1.2) >= 3.48.0 is needed by evolution-3.48.0-1.1.riscv64
[  454s] 	pkgconfig(libedataserverui-1.2) >= 3.48.0 is needed by evolution-3.48.0-1.1.riscv64"
1,"[  184s] error: Failed build dependencies:
[  184s] 	pkgconfig(camel-1.2) >= 3.48.0 is needed by evolution-ews-3.48.0-1.1.riscv64
[  184s] 	pkgconfig(evolution-calendar-3.0) >= 3.48.0 is needed by evolution-ews-3.48.0-1.1.riscv64
[  184s] 	pkgconfig(evolution-data-server-1.2) >= 3.48.0 is needed by evolution-ews-3.48.0-1.1.riscv64"
1,"[  234s] meson.build:79:2: ERROR: Dependency ""mutter-clutter-11"" not found, tried "
4,"[ 1557s] libpff_local_descriptors_tree.h:105:6: error: unknown type name 'libfdata_tree_node_t'; did you mean 'libcdata_tree_node_t'?
[ 1557s]   105 |      libfdata_tree_node_t **leaf_local_descriptors_tree_node,"
5,plug.in/r3d/glx/backend.h:32:10: fatal error: GL/gl.h: No such file or directory
2,"[  299s] tests/test_ypy_yjs.py:66: RuntimeError
[  299s] =========================== short test summary info ============================
[  299s] FAILED tests/test_ypy_yjs.py::test_ypy_yjs_0[0] - asyncio.exceptions.TimeoutE...
[  299s] FAILED tests/test_ypy_yjs.py::test_ypy_yjs_1[1] - RuntimeError: Timeout waiti..."
4,[ 6573s] /home/abuild/rpmbuild/BUILD/rocksdb-8.0.0/db/c.cc:1466:59: warning: argument 1 value '18446744073709551615' exceeds maximum object size 9223372036854775807 [-Walloc-size-larger-than=]
4,"[ 3872s] /home/abuild/rpmbuild/BUILD/webkitgtk-2.40.0/Source/JavaScriptCore/b3/B3Validate.cpp:455:43: error: 'toB3Type' was not declared in this scope
[ 3872s]   455 |                 VALIDATE(value->type() == toB3Type(Wasm::simdScalarType(value->asSIMDValue()->simdLane())), (""At "", *value));"
4,"[ 5907s] /home/abuild/rpmbuild/BUILD/webkitgtk-2.40.0/Source/JavaScriptCore/b3/B3Validate.cpp:455:43: error: 'toB3Type' was not declared in this scope
[ 5907s]   455 |                 VALIDATE(value->type() == toB3Type(Wasm::simdScalarType(value->asSIMDValue()->simdLane())), (""At "", *value));"
4,"[11802s] /home/abuild/rpmbuild/BUILD/webkitgtk-2.40.0/Source/JavaScriptCore/b3/B3Validate.cpp:455:43: error: 'toB3Type' was not declared in this scope
[11802s]   455 |                 VALIDATE(value->type() == toB3Type(Wasm::simdScalarType(value->asSIMDValue()->simdLane())), (""At "", *value));"
6,"[ 6722s] [ 6715.118206][T23504] Out of memory: Killed process 23330 (Setup) total-vm:1080719312kB, anon-rss:4751516kB, file-rss:0kB, shmem-rss:0kB, UID:399 pgtables:13324kB oom_score_adj:0"
4,"[13920s] /home/abuild/rpmbuild/BUILD/blender-3.5.0/intern/cycles/device/cuda/device_impl.cpp:520:25: error: cast from 'void*' to 'CUdeviceptr' {aka 'unsigned int'} loses precision [-fpermissive]
[13920s]   520 |   cuda_assert(cuMemFree((CUdeviceptr)device_pointer));"
6,"[ 3194s] ocamlopt.opt got signal and exited
[ 3194s] Error: Native compiler exited with status 2 (in case of stack overflow,
[ 3194s] increasing stack size (typically with ""ulimit -s"") often helps)"
4,[   57s] gcc: error: macro name missing after '-D'
1,"[  228s] error: failed to run custom build command for `mozjpeg-sys v1.0.3`
[  228s]   thread 'main' panicked at '""with_simd"" feature flag has been enabled in mozjpeg-sys crate on riscv64 platform, which is does not have SIMD acceleration in MozJPEG. Disable SIMD or compile for x86/ARM/MIPS.', /home/abuild/rpmbuild/BUILD/dssim-3.2.3/vendor/mozjpeg-sys/src/build.rs:279:13"
5,[ 5570s] rm: cannot remove '/home/abuild/rpmbuild/BUILDROOT/ghc-bootstrap-8.10.4-1.1.riscv64/opt/lib/ghc-8.10.4/lib/package.conf.d/.stamp': No such file or directory
2,"[20675s] [  FAILED  ] 1 test, listed below:
[20675s] [  FAILED  ] LockFactoryTest.testStressLocks
[20675s]  1 FAILED TEST"
1,"[20119s] /home/abuild/rpmbuild/BUILD/mame-mame0253/build/projects/sdl/mame/gmake-linux/../../../../../3rdparty/bx/include/bx/inline/string.inl:88:(.text+0x12a4): relocation truncated to fit: R_RISCV_PCREL_HI20 against `.LC5'
[20119s] collect2: error: ld returned 1 exit status"
1,"[  318s] /tmp/ccaAvGTI.ltrans0.ltrans.o: in function `tinyxml2::StrPair::SetStr(char const*, int)':
[  318s] /home/abuild/rpmbuild/BUILD/noson-2.10.2/noson/src/private/tinyxml2.cpp:108:(.text+0x593c): relocation truncated to fit: R_RISCV_PCREL_HI20 against `.LC81'
[  319s] collect2: error: ld returned 1 exit status"
4,"[ 6433s] ./../include/fst/vector-fst.h:265:35: warning: comparison of integer expressions of different signedness: 'fst::internal::VectorFstBaseImpl<fst::VectorState<fst::ArcTpl<fst::TropicalWeightTpl<float> >, std::allocator<fst::ArcTpl<fst::TropicalWeightTpl<float> > > > >::StateId' {aka 'int'} and 'std::vector<fst::VectorState<fst::ArcTpl<fst::TropicalWeightTpl<float> >, std::allocator<fst::ArcTpl<fst::TropicalWeightTpl<float> > > >*, std::allocator<fst::VectorState<fst::ArcTpl<fst::TropicalWeightTpl<float> >, std::allocator<fst::ArcTpl<fst::TropicalWeightTpl<float> > > >*> >::size_type' {aka 'long unsigned int'} [-Wsign-compare]
[ 6433s]   265 |     for (StateId state = 0; state < states_.size(); ++state) {"
5,[  528s] ./tests/ovstest.h:20:10: fatal error: compiler.h: No such file or directory
2,"[30670s] FAILED distributed/tests/test_worker_memory.py::test_deprecated_memory_monitor_method_nanny
[30670s] FAILED distributed/tests/test_worker_state_machine.py::test_task_state_instance_are_garbage_collected
[30670s] = 59 failed, 2128 passed, 151 skipped, 30 deselected, 17 xfailed, 5 xpassed, 180 rerun in 30404.04s (8:26:44) ="
2,"[ 1554s] SKIPPED [1] fsspec/tests/test_async.py:122: only for windows
[ 1554s] SKIPPED [1] fsspec/tests/test_core.py:197: could not import 's3fs': No module named 's3fs'
[ 1554s] = 49 failed, 959 passed, 77 skipped, 22 deselected, 2 xfailed, 217 warnings in 770.54s (0:12:50) ="
7,"[  880s]   File ""/usr/lib64/python3.9/threading.py"", line 1080, in _wait_for_tstate_lock
[  880s]     if lock.acquire(block, timeout):"
2,"[ 2176s] ERROR test_kernelmanager.py::TestAsyncKernelManager::test_start_new_async_kernel
[ 2176s] ======== 180 passed, 4 skipped, 1 warning, 1 error in 942.77s (0:15:42) ========"
2,"[ 1402s] FAIL: testRepeatPersistence (Scheduler.test.SchedulerTestCase)
[ 1402s] FAILED (failures=1, skipped=24)"
2,[   77s] ERROR: test_localtime_skew (mohawk.tests.TestSender)
2,"[29851s] FAILED nilearn/tests/test_signal.py::test_clean_psc - AssertionError: 
[29851s] = 1 failed, 1582 passed, 18 skipped, 14 deselected, 1323 warnings in 29409.70s (8:10:09) ="
2,"[  175s] ERROR tests/test_read.py::test_read_icc_color_profile[heif_file15] - ffi.erro...
[  175s] ERROR tests/test_read.py::test_read_pillow_frombytes[heif_file15] - ffi.error…"
2,[  137s] /var/tmp/rpm-tmp.rtkNTe: line 151:  3260 Segmentation fault      PYTHONPATH=${PYTHONPATH:+$PYTHONPATH:}/home/abuild/rpmbuild/BUILDROOT/python-pymediainfo-6.0.1-2.2.riscv64/usr/lib/python3.9/site-packages PYTHONDONTWRITEBYTECODE=1 pytest-3.9 --ignore=_build.python39 --ignore=_build.python311 --ignore=_build.python310 -v
2,"[  414s] =========================== short test summary info ============================
[  414s] FAILED doc/examples/SOFA-file-access.ipynb::Cell 1
[  414s] =================== 1 failed, 16 passed in 72.89s (0:01:12) ====================
[  414s] sys:1: ResourceWarning: unclosed file <_io.TextIOWrapper name='/dev/null' mode='w' encoding='UTF-8'>"
2,"[ 1129s] FAILED tests/test_commands.py::TestRedisCommands::test_sync - redis.exception...
[ 1129s] = 1 failed, 1765 passed, 910 skipped, 952 deselected, 5 warnings in 479.93s (0:07:59) ="
2,"[  253s] tests/test_gevent_server.py:60: AssertionError
[  253s] =========================== short test summary info ============================
[  253s] FAILED tests/test_gevent_server.py::Test_GeventServer::test_parallelism - Ass...
[  253s] ====== 1 failed, 60 passed, 4 skipped, 23 deselected in 102.57s (0:01:42) ======"
10,"[   53s] Patch #0 (894.patch):
[   53s] + /usr/bin/patch --no-backup-if-mismatch -f -p1 --fuzz=0
[   53s] patching file slim-4.1.0.gemspec
[   53s] Hunk #1 FAILED at 24.
[   53s] 1 out of 1 hunk FAILED -- saving rejects to file slim-4.1.0.gemspec.rej"
6,[ 6601s] c++: internal compiler error: Segmentation fault signal terminated program cc1plus
1,"[  669s] CMake Error at CMake/vtkModule.cmake:4578 (message):
[  669s]   Could not find the Qt5 external dependency.
[  669s] Call Stack (most recent call first):
[  669s]   GUISupport/QtQuick/CMakeLists.txt:16 (vtk_module_find_package)
[  669s] -- Configuring incomplete, errors occurred!"
1,ModuleNotFoundError: No module named 'javapackages'
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
4,hooklib.c:71:27: error: too many arguments to function 'libreport_get_dirsize_find_largest_dir'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,src/hashsum.c:85:3: error: 'GCRY_MD_SM3' undeclared here (not in a function); did you mean 'GCRY_MD_HD'?
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
9,UndeclaredThrowableException: InvocationTargetException: Plugin org.antlr:antlr3-maven-plugin:3.5 or one of its dependencies could not be resolved: Cannot access huaweicloud (https://mirrors.huaweicloud.com/repository/maven/) in offline mode and the artifact org.antlr:antlr3-maven-plugin:jar:3.5 has not been downloaded from it before.
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project commons-pool2: There are test failures.
1,ModuleNotFoundError: No module named 'six'
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity)
1,[ERROR] /home/abuild/rpmbuild/BUILD/bnd-3.5.0.REL/biz.aQute.bndlib/src/aQute/bnd/testing/TestingLog.java:[11 28] cannot find symbol    symbol:   class Logger    location: package org.osgi.service.log
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
6,unexpected fault address 0x220000000084a020 fatal error: fault [signal SIGSEGV: segmentation violation code=0x1 addr=0x220000000084a020 pc=0xf20f0]
2,make[2]: *** [Makefile:3065: test-suite.log] Error 1 make[1]: *** [Makefile:3173: check-TESTS] Error 2
1,ModuleNotFoundError: No module named 'javapackages'
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
8,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.0:compile (default-compile) on project maven-assembly-plugin: Compilation failure
1,ModuleNotFoundError: No module named 'javapackages'
2,Test cases: 103 total  4 skipped  0 expected failures  2 broken  0 failed Total time: 1329.526s R:FAIL:status:1
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
7,"[timeout occurred during error reporting in step """"] after 30 s."
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'javapackages'
10,make: *** [Makefile:146: all] Error 2
2,Running test 001-keyiread... Files /tmp/runtestsa2apO4 and expected.out differ FAIL
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'yaml'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project CodeNarc: There are test failures.
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
4,container.if:13: Error: duplicate definition of container_runtime_domtrans(). Original definition on 13.
6,make: *** [Makefile:226: all] Segmentation fault (core dumped) 
3,configure.ac:13: error: Autoconf version 2.71 or higher is required
2,TESTFAIL: These test cases failed: 582
1,ModuleNotFoundError: No module named 'javapackages'
3,file /usr/lib64/libasm-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
3,service/debugger/debugger.go:26:2: found packages native (proc.go) and your_operating_system_and_architecture_combination_is_not_supported_by_delve (support_sentinel.go) in /home/abuild/rpmbuild/BUILD/delve-1.6.0/pkg/proc/native
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity)
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,file /usr/lib64/libasm-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
3,Makefile:77: *** unknown architecture  please fix Makefile.  Stop.
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,ModuleNotFoundError: No module named 'javapackages'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
3,unavailable-dwarf-piece-dw.S: Assembler messages: unavailable-dwarf-piece-dw.S:24: Error: non-constant .uleb128 is not supported
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project easymock: Execution default-test of goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test failed. ConcurrentModificationException
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
3,cc1: error: unrecognized command-line option ‘-m32’ cc1: error: ‘-march=i586’: ISA string must begin with rv32 or rv64 cc1: error: unrecognized command-line option ‘-malign-double’
1,"meson.build:287:2: ERROR: Dependency ""luajit"" not found  tried pkgconfig and cmake"
1,ModuleNotFoundError: No module named 'javapackages'
3,At least Erlang/OTP 22.0 is required to build Elixir
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
6,[ 3479.90606][T9641] Out of memory: Killed process 9605 (Setup) total-vm
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
3,beam/beam_load.c(1871): Error loading module getopt:    This BEAM file was compiled for a later version of the run-time system than 21.
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
2, FAIL: TestPause (6.19s)      node_test.go:122: commits failed to converge! FAIL
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
9,[ERROR]     Non-resolvable parent POM for org.atteo:evo-inflector:1.3: Could not transfer artifact org.atteo:parent:pom:1.19 from/to huaweicloud (https://mirrors.huaweicloud.com/repository/maven/): mirrors.huaweicloud.c
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
1,pkg_resources.DistributionNotFound: The 'pytz>=2015.7' distribution was not found and is required by babel
1,configure: error: valgrind requested but <valgrind/memcheck.h> not found.
2,make[3]: *** [Makefile:548: test-suite.log] Error 1 make[2]: *** [Makefile:656: check-TESTS] Error 2
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'javapackages'
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity)
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,"error: Failed build dependencies: [ 2000s] 	mvn(org.osgi:osgi.cmpn) >= 7.0.0 is needed by felix-scr-2.1.16-1.oe1.noarch"
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'javapackages'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
10,OverflowError: too many digits in integer
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
4,KeyError: None
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
9,[FATAL] Non-resolvable parent POM for org.apache.flume:flume-parent:1.9.0: Could not transfer artifact org.apache:apache:pom:21 from/to huaweicloud (https://mirrors.huaweicloud.com/repository/maven/): mirrors.huaweicloud.com: Name or service not known and 'parent.relativePath' points at wrong local POM @ line 21  column 11
4,14/43 folks:BluezBackend / individual-retrieval    FAIL             7.41s   killed by signal 5 SIGTRAP
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'javapackages'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
5,error: Directory not found: /home/abuild/rpmbuild/BUILDROOT/gdbus-codegen-glibmm-1.0.0-2.oe1.riscv64/usr/lib/python3.8/site-packages/gdbus_codegen.glibmm-2.99.0-py3.7.egg-info
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
8,[ERROR] No plugin found for prefix 'install' in the current project and in the plugin groups [org.apache.maven.plugins  org.codehaus.mojo] available from the repositories
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
5,g++_old: error: /usr/lib/gcc/riscv64-linux-gnu/9.3.1/crti.o: No such file or directory
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
10,Badness 1000 exceeds threshold 999  aborting
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
2,make[5]: *** [Makefile:2994: test-suite.log] Error 1 [22199s] make[4]: *** [Makefile:3102: check-TESTS] Error 2
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project hk2-utils: There are test failures.
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
5,rpmbuild: error while loading shared libraries: libelf.so.1: cannot open shared object file: No such file or directory
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project GMetrics: There are test failures.
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,meson.build:47:0: ERROR: Invalid version of dependency  need 'folks' ['>=0.14'] found '0.11.4'.
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
6,[ 2808.591447][ T9619] Out of memory: Killed process 9539 (Setup) total-vm:
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity)
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
1,ModuleNotFoundError: No module named 'encodings'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
2,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-surefire-plugin:2.22.0:test (default-test) on project gson: There are test failures.
1,No module named 'nototools'
2,make[2]: *** [Makefile:6951: test-suite.log] Error 1 make[1]: *** [Makefile:7059: check-TESTS] Error 2
1,ModuleNotFoundError: No module named 'javapackages'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
10,collect2: error: ld returned 1 exit status make[2]: *** [Makefile:7656: grub-rpm-sort] Error 1
3,file /usr/lib64/libdw-0.185.so from install of elfutils-libs-0.185-3.oe1.riscv64 conflicts with file from package elfutils-0.185-5.oe1.riscv64
2,FAIL: test
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'encodings'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'encodings'
1,Dependency gstreamer-1.0 found: NO found 1.16.2 but need: '>= 1.19.3'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
6,[ 2332.020837][ T8747] Out of memory: Killed process 8689 (Setup) total-vm
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'javapackages'
8,[ERROR] Failed to execute goal org.bsc.maven:maven-processor-plugin:2.2.4:process (process) on project hibernate-core: Error executing: error during compilation
1,ModuleNotFoundError: No module named 'javapackages'
